8.67362e-13	4	
4.00042	1.11448e-08	
8.67362e-13	4	
1.02566	0.974668	
0.90363	1.10125	
1.78628	0.440206	
0.258466	2.22489	
1.68347	0.493526	
2.24917	0.250276	
3.79024	0.00282445	
0.635703	1.44646	
0.686224	1.37268	
0.845308	1.16768	
1.51244	0.593189	
0.0579577	3.09498	
3.41398	0.0231969	
2.54259	0.16439	
0.0398603	3.24126	
2.38045	0.208967	
1.07169	0.93079	
0.000767618	3.88994	
2.13723	0.289522	
0.322019	2.05215	
0.211139	2.37314	
1.64287	0.515888	
0.812798	1.20659	
0.00347575	3.76765	
0.608473	1.48829	
0.112757	2.76958	
0.294276	2.12439	
0.0118204	3.57693	
3.56673	0.0124149	
2.4983	0.175896	
3.66174	0.00747065	
0.23546	2.29449	
0.00582375	3.70057	
0.337662	2.01332	
0.756627	1.27725	
0.00857692	3.63813	
1.14356	0.866066	
0.00156483	3.84333	
0.895955	1.10976	
3.49893	0.0167589	
2.89424	0.0892528	
0.412308	1.84386	
0.09344	2.87072	
3.22086	0.0421578	
0.505265	1.66199	
1.56693	0.559849	
0.146325	2.61623	
2.10663	0.300937	
1.58812	0.547294	
1.92238	0.376385	
1.19842	0.819525	
2.97324	0.0760054	
1.31968	0.724588	
2.6343	0.142088	
1.35369	0.69976	
3.89433	0.000707318	
2.29732	0.234555	
0.568221	1.553	
1.84783	0.410435	
2.02956	0.331057	
2.7697	0.112734	
0.488772	1.69228	
3.89054	0.000759262	
3.05764	0.0631963	
0.439354	1.788	
0.0234473	3.41095	
0.579426	1.53462	
0.224924	2.32788	
1.98629	0.348858	
0.719281	1.32686	
0.0338891	3.29753	
0.362378	1.95447	
3.30118	0.0335203	
0.295306	2.12162	
0.391802	1.88804	
0.190679	2.44401	
3.02727	0.0676493	
1.24884	0.778782	
0.538552	1.60311	
3.70172	0.0057783	
0.116446	2.75148	
0.0717323	3.00042	
1.28756	0.748734	
0.0803106	2.94675	
1.45642	0.629132	
3.12034	0.0545457	
2.9265	0.0836929	
0.532347	1.61386	
0.129566	2.68975	
2.43261	0.193881	
1.84539	0.411586	
0.174037	2.50533	
0.067572	3.02779	
0.0201274	3.45264	
0.0162855	3.50583	
3.33663	0.030052	
0.164505	2.54214	
